gutenberg_id	text
514	dress.
514	""
514	"""I don't think it's fair for some girls to have plenty of pretty"
514	"things, and other girls nothing at all,"" added little Amy, with an"
514	injured sniff.
514	""
514	"""We've got Father and Mother, and each other,"" said Beth contentedly"
514	from her corner.
514	""
514	The four young faces on which the firelight shone brightened at the
514	"cheerful words, but darkened again as Jo said sadly, ""We haven't got"
514	"Father, and shall not have him for a long time."" She didn't say"
514	"""perhaps never,"" but each silently added it, thinking of Father far"
514	away, where the fighting was.
514	""
514	"Nobody spoke for a minute; then Meg said in an altered tone, ""You know"
514	the reason Mother proposed not having any presents this Christmas was
514	because it is going to be a hard winter for everyone; and she thinks we
514	ought not to spend money for pleasure, when our men are suffering so in
514	the army.  We can't do much, but we can make our little sacrifices, and
514	"ought to do it gladly.  But I am afraid I don't,"" and Meg shook her"
514	head, as she thought regretfully of all the pretty things she wanted.
514	""
514	"""But I don't think the little we should spend would do any good.  We've"
514	each got a dollar, and the army wouldn't be much helped by our giving
514	that.  I agree not to expect anything from Mother or you, but I do want
514	"to buy _Undine and Sintran_ for myself.  I've wanted it so long,"" said"
514	Jo, who was a bookworm.
514	""
514	"""I planned to spend mine in new music,"" said Beth, with a little sigh,"
514	which no one heard but the hearth brush and kettle-holder.
514	""
514	"""I shall get a nice box of Faber's drawing pencils; I really need"
514	"them,"" said Amy decidedly."
514	""
514	"""Mother didn't say anything about our money, and she won't wish us to"
514	give up everything.  Let's each buy what we want, and have a little
514	"fun; I'm sure we work hard enough to earn it,"" cried Jo, examining the"
514	heels of her shoes in a gentlemanly manner.
514	""
514	"""I know I do--teaching those tiresome children nearly all day, when I'm"
514	"longing to enjoy myself at home,"" began Meg, in the complaining tone"
514	again.
514	""
514	"""You don't have half such a hard time as I do,"" said Jo. ""How would you"
514	like to be shut up for hours with a nervous, fussy old lady, who keeps
514	you trotting, is never satisfied, and worries you till you're ready to
514	"fly out the window or cry?"""
514	""
514	"""It's naughty to fret, but I do think washing dishes and keeping things"
514	tidy is the worst work in the world.  It makes me cross, and my hands
514	"get so stiff, I can't practice well at all."" And Beth looked at her"
514	rough hands with a sigh that any one could hear that time.
514	""
514	"""I don't believe any of you suffer as I do,"" cried Amy, ""for you don't"
514	have to go to school with impertinent girls, who plague you if you
514	don't know your lessons, and laugh at your dresses, and label your
514	"father if he isn't rich, and insult you when your nose isn't nice."""
514	""
514	"""If you mean libel, I'd say so, and not talk about labels, as if Papa"
514	"was a pickle bottle,"" advised Jo, laughing."
514	""
514	"""I know what I mean, and you needn't be statirical about it. It's"
514	"proper to use good words, and improve your vocabilary,"" returned Amy,"
514	with dignity.
514	""
514	"""Don't peck at one another, children.  Don't you wish we had the money"
514	Papa lost when we were little, Jo?  Dear me! How happy and good we'd
514	"be, if we had no worries!"" said Meg, who could remember better times."
514	""
514	"""You said the other day you thought we were a deal happier than the"
514	King children, for they were fighting and fretting all the time, in
514	"spite of their money."""
514	""
514	"""So I did, Beth.  Well, I think we are.  For though we do have to work,"
514	"we make fun of ourselves, and are a pretty jolly set, as Jo would say."""
514	""
514	"""Jo does use such slang words!"" observed Amy, with a reproving look at"
514	the long figure stretched on the rug.
514	""
514	Jo immediately sat up, put her hands in her pockets, and began to
514	whistle.
514	""
514	"""Don't, Jo.  It's so boyish!"""
514	""
514	"""That's why I do it."""
514	""
514	"""I detest rude, unladylike girls!"""
514	""
514	"""I hate affected, niminy-piminy chits!"""
514	""
514	"""Birds in their little nests agree,"" sang Beth, the peacemaker, with"
514	such a funny face that both sharp voices softened to a laugh, and the
514	"""pecking"" ended for that time."
514	""
514	"""Really, girls, you are both to be blamed,"" said Meg, beginning to"
514	"lecture in her elder-sisterly fashion. ""You are old enough to leave off"
514	boyish tricks, and to behave better, Josephine.  It didn't matter so
514	much when you were a little girl, but now you are so tall, and turn up
514	"your hair, you should remember that you are a young lady."""
514	""
514	"""I'm not!   And if turning up my hair makes me one, I'll wear it in two"
514	"tails till I'm twenty,"" cried Jo, pulling off her net, and shaking down"
514	"a chestnut mane.  ""I hate to think I've got to grow up, and be Miss"
514	March, and wear long gowns, and look as prim as a China Aster!  It's
514	bad enough to be a girl, anyway, when I like boy's games and work and
514	manners!  I can't get over my disappointment in not being a boy.  And
514	it's worse than ever now, for I'm dying to go and fight with Papa. And
514	"I can only stay home and knit, like a poky old woman!"""
514	""
514	And Jo shook the blue army sock till the needles rattled like
514	castanets, and her ball bounded across the room.
514	""
514	"""Poor Jo!  It's too bad, but it can't be helped.  So you must try to be"
514	contented with making your name boyish, and playing brother to us
514	"girls,"" said Beth, stroking the rough head with a hand that all the"
514	dish washing and dusting in the world could not make ungentle in its
514	touch.
514	""
514	"""As for you, Amy,"" continued Meg, ""you are altogether too particular"
514	and prim.  Your airs are funny now, but you'll grow up an affected
514	little goose, if you don't take care. I like your nice manners and
514	refined ways of speaking, when you don't try to be elegant.  But your
514	"absurd words are as bad as Jo's slang."""
514	""
514	"""If Jo is a tomboy and Amy a goose, what am I, please?"" asked Beth,"
514	ready to share the lecture.
514	""
514	"""You're a dear, and nothing else,"" answered Meg warmly, and no one"
514	contradicted her, for the 'Mouse' was the pet of the family.
514	""
514	As young readers like to know 'how people look', we will take this
514	moment to give them a little sketch of the four sisters, who sat
514	knitting away in the twilight, while the December snow fell quietly
514	without, and the fire crackled cheerfully within.  It was a comfortable
514	room, though the carpet was faded and the furniture very plain, for a
514	good picture or two hung on the walls, books filled the recesses,
514	chrysanthemums and Christmas roses bloomed in the windows, and a
514	pleasant atmosphere of home peace pervaded it.
514	""
514	Margaret, the eldest of the four, was sixteen, and very pretty, being
514	plump and fair, with large eyes, plenty of soft brown hair, a sweet
514	mouth, and white hands, of which she was rather vain. Fifteen-year-old
514	Jo was very tall, thin, and brown, and reminded one of a colt, for she
514	never seemed to know what to do with her long limbs, which were very
514	much in her way.  She had a decided mouth, a comical nose, and sharp,
514	gray eyes, which appeared to see everything, and were by turns fierce,
514	funny, or thoughtful.  Her long, thick hair was her one beauty, but it
514	was usually bundled into a net, to be out of her way.  Round shoulders
514	had Jo, big hands and feet, a flyaway look to her clothes, and the
514	uncomfortable appearance of a girl who was rapidly shooting up into a
514	woman and didn't like it. Elizabeth, or Beth, as everyone called her,
514	was a rosy, smooth-haired, bright-eyed girl of thirteen, with a shy
514	manner, a timid voice, and a peaceful expression which was seldom
514	disturbed.  Her father called her 'Little Miss Tranquility', and the
514	name suited her excellently, for she seemed to live in a happy world of
514	her own, only venturing out to meet the few whom she trusted and loved.
514	Amy, though the youngest, was a most important person, in her own
514	opinion at least.  A regular snow maiden, with blue eyes, and yellow
514	hair curling on her shoulders, pale and slender, and always carrying
514	herself like a young lady mindful of her manners.  What the characters
514	of the four sisters were we will leave to be found out.
514	""
514	The clock struck six and, having swept up the hearth, Beth put a pair
514	of slippers down to warm.  Somehow the sight of the old shoes had a
514	good effect upon the girls, for Mother was coming, and everyone
514	brightened to welcome her.  Meg stopped lecturing, and lighted the
514	lamp, Amy got out of the easy chair without being asked, and Jo forgot
514	how tired she was as she sat up to hold the slippers nearer to the
514	blaze.
514	""
514	"""They are quite worn out.  Marmee must have a new pair."""
514	""
514	"""I thought I'd get her some with my dollar,"" said Beth."
514	""
514	"""No, I shall!"" cried Amy."
514	""
514	"""I'm the oldest,"" began Meg, but Jo cut in with a decided, ""I'm the man"
514	of the family now Papa is away, and I shall provide the slippers, for
514	"he told me to take special care of Mother while he was gone."""
514	""
514	"""I'll tell you what we'll do,"" said Beth, ""let's each get her something"
514	"for Christmas, and not get anything for ourselves."""
514	""
514	"""That's like you, dear!  What will we get?"" exclaimed Jo."
514	""
514	Everyone thought soberly for a minute, then Meg announced, as if the
514	"idea was suggested by the sight of her own pretty hands, ""I shall give"
514	"her a nice pair of gloves."""
514	""
514	"""Army shoes, best to be had,"" cried Jo."
514	""
514	"""Some handkerchiefs, all hemmed,"" said Beth."
514	""
514	"""I'll get a little bottle of cologne.  She likes it, and it won't cost"
514	"much, so I'll have some left to buy my pencils,"" added Amy."
514	""
514	"""How will we give the things?"" asked Meg."
514	""
514	"""Put them on the table, and bring her in and see her open the bundles."
514	"Don't you remember how we used to do on our birthdays?"" answered Jo."
514	""
514	"""I used to be so frightened when it was my turn to sit in the chair"
514	with the crown on, and see you all come marching round to give the
514	presents, with a kiss.  I liked the things and the kisses, but it was
514	"dreadful to have you sit looking at me while I opened the bundles,"""
514	said Beth, who was toasting her face and the bread for tea at the same
514	time.
514	""
514	"""Let Marmee think we are getting things for ourselves, and then"
514	surprise her.  We must go shopping tomorrow afternoon, Meg. There is so
514	"much to do about the play for Christmas night,"" said Jo, marching up"
514	and down, with her hands behind her back, and her nose in the air.
514	""
514	"""I don't mean to act any more after this time.  I'm getting too old for"
514	"such things,"" observed Meg, who was as much a child as ever about"
514	'dressing-up' frolics.
514	""
514	"""You won't stop, I know, as long as you can trail round in a white gown"
514	with your hair down, and wear gold-paper jewelry. You are the best
514	actress we've got, and there'll be an end of everything if you quit the
514	"boards,"" said Jo.  ""We ought to rehearse tonight.  Come here, Amy, and"
514	"do the fainting scene, for you are as stiff as a poker in that."""
514	""
514	"""I can't help it.  I never saw anyone faint, and I don't choose to make"
514	myself all black and blue, tumbling flat as you do.  If I can go down
514	easily, I'll drop.  If I can't, I shall fall into a chair and be
514	"graceful.  I don't care if Hugo does come at me with a pistol,"""
514	returned Amy, who was not gifted with dramatic power, but was chosen
514	because she was small enough to be borne out shrieking by the villain
514	of the piece.
514	""
514	"""Do it this way.  Clasp your hands so, and stagger across the room,"
514	"crying frantically, 'Roderigo! Save me! Save me!'"" and away went Jo,"
514	with a melodramatic scream which was truly thrilling.
514	""
514	Amy followed, but she poked her hands out stiffly before her, and
514	"jerked herself along as if she went by machinery, and her ""Ow!"" was"
514	more suggestive of pins being run into her than of fear and anguish.
514	Jo gave a despairing groan, and Meg laughed outright, while Beth let
514	"her bread burn as she watched the fun with interest. ""It's no use!  Do"
514	the best you can when the time comes, and if the audience laughs, don't
514	"blame me.  Come on, Meg."""
514	""
514	Then things went smoothly, for Don Pedro defied the world in a speech
514	of two pages without a single break.  Hagar, the witch, chanted an
514	awful incantation over her kettleful of simmering toads, with weird
514	effect.  Roderigo rent his chains asunder manfully, and Hugo died in
514	"agonies of remorse and arsenic, with a wild, ""Ha! Ha!"""
514	""
514	"""It's the best we've had yet,"" said Meg, as the dead villain sat up and"
514	rubbed his elbows.
514	""
514	"""I don't see how you can write and act such splendid things, Jo."
514	"You're a regular Shakespeare!"" exclaimed Beth, who firmly believed that"
514	her sisters were gifted with wonderful genius in all things.
514	""
514	"""Not quite,"" replied Jo modestly.  ""I do think _The Witches Curse, an"
514	Operatic Tragedy_ is rather a nice thing, but I'd like to try
514	_Macbeth_, if we only had a trapdoor for Banquo.  I always wanted to do
514	"the killing part.  'Is that a dagger that I see before me?"" muttered"
514	Jo, rolling her eyes and clutching at the air, as she had seen a famous
514	tragedian do.
514	""
514	"""No, it's the toasting fork, with Mother's shoe on it instead of the"
514	"bread.  Beth's stage-struck!"" cried Meg, and the rehearsal ended in a"
514	general burst of laughter.
514	""
514	"""Glad to find you so merry, my girls,"" said a cheery voice at the door,"
514	and actors and audience turned to welcome a tall, motherly lady with a
514	'can I help you' look about her which was truly delightful. She was not
514	elegantly dressed, but a noble-looking woman, and the girls thought the
514	gray cloak and unfashionable bonnet covered the most splendid mother in
514	the world.
514	""
514	"""Well, dearies, how have you got on today?  There was so much to do,"
514	getting the boxes ready to go tomorrow, that I didn't come home to
514	dinner.  Has anyone called, Beth?  How is your cold, Meg?  Jo, you look
514	"tired to death.  Come and kiss me, baby."""
514	""
514	While making these maternal inquiries Mrs. March got her wet things
514	off, her warm slippers on, and sitting down in the easy chair, drew Amy
514	to her lap, preparing to enjoy the happiest hour of her busy day.  The
514	girls flew about, trying to make things comfortable, each in her own
514	way.  Meg arranged the tea table, Jo brought wood and set chairs,
514	dropping, over-turning, and clattering everything she touched.  Beth
514	trotted to and fro between parlor kitchen, quiet and busy, while Amy
514	gave directions to everyone, as she sat with her hands folded.
514	""
514	As they gathered about the table, Mrs. March said, with a particularly
514	"happy face, ""I've got a treat for you after supper."""
514	""
514	A quick, bright smile went round like a streak of sunshine. Beth
514	clapped her hands, regardless of the biscuit she held, and Jo tossed up
514	"her napkin, crying, ""A letter!  A letter!  Three cheers for Father!"""
514	""
514	"""Yes, a nice long letter.  He is well, and thinks he shall get through"
514	the cold season better than we feared.  He sends all sorts of loving
514	"wishes for Christmas, and an especial message to you girls,"" said Mrs."
514	March, patting her pocket as if she had got a treasure there.
514	""
514	"""Hurry and get done!  Don't stop to quirk your little finger and simper"
514	"over your plate, Amy,"" cried Jo, choking on her tea and dropping her"
514	bread, butter side down, on the carpet in her haste to get at the treat.
514	""
514	Beth ate no more, but crept away to sit in her shadowy corner and brood
514	over the delight to come, till the others were ready.
514	""
514	"""I think it was so splendid in Father to go as chaplain when he was too"
514	"old to be drafted, and not strong enough for a soldier,"" said Meg"
514	warmly.
514	""
514	"""Don't I wish I could go as a drummer, a vivan--what's its name?  Or a"
514	"nurse, so I could be near him and help him,"" exclaimed Jo, with a groan."
514	""
514	"""It must be very disagreeable to sleep in a tent, and eat all sorts of"
514	"bad-tasting things, and drink out of a tin mug,"" sighed Amy."
514	""
514	"""When will he come home, Marmee?"" asked Beth, with a little quiver in"
514	her voice.
514	""
514	"""Not for many months, dear, unless he is sick.  He will stay and do his"
514	work faithfully as long as he can, and we won't ask for him back a
514	"minute sooner than he can be spared.  Now come and hear the letter."""
514	""
514	They all drew to the fire, Mother in the big chair with Beth at her
514	feet, Meg and Amy perched on either arm of the chair, and Jo leaning on
514	the back, where no one would see any sign of emotion if the letter
514	should happen to be touching.  Very few letters were written in those
514	hard times that were not touching, especially those which fathers sent
514	home.  In this one little was said of the hardships endured, the
514	dangers faced, or the homesickness conquered. It was a cheerful,
514	hopeful letter, full of lively descriptions of camp life, marches, and
514	military news, and only at the end did the writer's heart over-flow
514	with fatherly love and longing for the little girls at home.
514	""
514	"""Give them all of my dear love and a kiss.  Tell them I think of them"
514	by day, pray for them by night, and find my best comfort in their
514	affection at all times.  A year seems very long to wait before I see
514	them, but remind them that while we wait we may all work, so that these
514	hard days need not be wasted.  I know they will remember all I said to
514	them, that they will be loving children to you, will do their duty
514	faithfully, fight their bosom enemies bravely, and conquer themselves
514	so beautifully that when I come back to them I may be fonder and
514	"prouder than ever of my little women."" Everybody sniffed when they came"
514	to that part.  Jo wasn't ashamed of the great tear that dropped off the
514	end of her nose, and Amy never minded the rumpling of her curls as she
514	"hid her face on her mother's shoulder and sobbed out, ""I am a selfish"
514	girl!  But I'll truly try to be better, so he mayn't be disappointed in
514	"me by-and-by."""
514	""
514	"""We all will,"" cried Meg.  ""I think too much of my looks and hate to"
514	"work, but won't any more, if I can help it."""
514	""
514	"""I'll try and be what he loves to call me, 'a little woman' and not be"
514	rough and wild, but do my duty here instead of wanting to be somewhere
514	"else,"" said Jo, thinking that keeping her temper at home was a much"
514	harder task than facing a rebel or two down South.
514	""
514	Beth said nothing, but wiped away her tears with the blue army sock and
514	began to knit with all her might, losing no time in doing the duty that
514	lay nearest her, while she resolved in her quiet little soul to be all
514	that Father hoped to find her when the year brought round the happy
514	coming home.
514	""
514	Mrs. March broke the silence that followed Jo's words, by saying in her
514	"cheery voice, ""Do you remember how you used to play Pilgrims Progress"
514	when you were little things?  Nothing delighted you more than to have
514	me tie my piece bags on your backs for burdens, give you hats and
514	sticks and rolls of paper, and let you travel through the house from
514	the cellar, which was the City of Destruction, up, up, to the housetop,
514	where you had all the lovely things you could collect to make a
514	"Celestial City."""
514	""
514	"""What fun it was, especially going by the lions, fighting Apollyon, and"
514	"passing through the valley where the hob-goblins were,"" said Jo."
514	""
514	"""I liked the place where the bundles fell off and tumbled downstairs,"""
514	said Meg.
514	""
514	"""I don't remember much about it, except that I was afraid of the cellar"
514	and the dark entry, and always liked the cake and milk we had up at the
514	top.  If I wasn't too old for such things, I'd rather like to play it
514	"over again,"" said Amy, who began to talk of renouncing childish things"
514	at the mature age of twelve.
514	""
514	"""We never are too old for this, my dear, because it is a play we are"
514	playing all the time in one way or another.  Our burdens are here, our
514	road is before us, and the longing for goodness and happiness is the
514	guide that leads us through many troubles and mistakes to the peace
514	which is a true Celestial City.  Now, my little pilgrims, suppose you
514	begin again, not in play, but in earnest, and see how far on you can
514	"get before Father comes home."""
514	""
514	"""Really, Mother?  Where are our bundles?"" asked Amy, who was a very"
514	literal young lady.
514	""
514	"""Each of you told what your burden was just now, except Beth. I rather"
514	"think she hasn't got any,"" said her mother."
514	""
514	"""Yes, I have.  Mine is dishes and dusters, and envying girls with nice"
514	"pianos, and being afraid of people."""
514	""
514	Beth's bundle was such a funny one that everybody wanted to laugh, but
514	nobody did, for it would have hurt her feelings very much.
514	""
514	"""Let us do it,"" said Meg thoughtfully.  ""It is only another name for"
514	trying to be good, and the story may help us, for though we do want to
514	"be good, it's hard work and we forget, and don't do our best."""
514	""
514	"""We were in the Slough of Despond tonight, and Mother came and pulled"
514	us out as Help did in the book.  We ought to have our roll of
514	"directions, like Christian.  What shall we do about that?"" asked Jo,"
514	delighted with the fancy which lent a little romance to the very dull
514	task of doing her duty.
514	""
514	"""Look under your pillows Christmas morning, and you will find your"
514	"guidebook,"" replied Mrs. March."
514	""
514	They talked over the new plan while old Hannah cleared the table, then
514	out came the four little work baskets, and the needles flew as the
514	girls made sheets for Aunt March.  It was uninteresting sewing, but
514	tonight no one grumbled.  They adopted Jo's plan of dividing the long
514	seams into four parts, and calling the quarters Europe, Asia, Africa,
514	and America, and in that way got on capitally, especially when they
514	talked about the different countries as they stitched their way through
514	them.
514	""
514	At nine they stopped work, and sang, as usual, before they went to bed.
514	No one but Beth could get much music out of the old piano, but she had
514	a way of softly touching the yellow keys and making a pleasant
514	accompaniment to the simple songs they sang.  Meg had a voice like a
514	flute, and she and her mother led the little choir.  Amy chirped like a
514	cricket, and Jo wandered through the airs at her own sweet will, always
514	coming out at the wrong place with a croak or a quaver that spoiled the
514	most pensive tune.  They had always done this from the time they could
514	lisp...
514	""
514	    Crinkle, crinkle, 'ittle 'tar,
514	""
514	and it had become a household custom, for the mother was a born singer.
514	The first sound in the morning was her voice as she went about the
514	house singing like a lark, and the last sound at night was the same
514	cheery sound, for the girls never grew too old for that familiar
514	lullaby.
514	""
514	""
514	""
514	CHAPTER TWO
514	""
514	A MERRY CHRISTMAS
514	""
514	Jo was the first to wake in the gray dawn of Christmas morning. No
514	stockings hung at the fireplace, and for a moment she felt as much
514	disappointed as she did long ago, when her little sock fell down
514	because it was crammed so full of goodies.  Then she remembered her
514	mother's promise and, slipping her hand under her pillow, drew out a
514	little crimson-covered book.  She knew it very well, for it was that
514	beautiful old story of the best life ever lived, and Jo felt that it
514	was a true guidebook for any pilgrim going on a long journey.  She woke
514	"Meg with a ""Merry Christmas,"" and bade her see what was under her"
514	pillow.  A green-covered book appeared, with the same picture inside,
514	and a few words written by their mother, which made their one present
514	very precious in their eyes.  Presently Beth and Amy woke to rummage
514	and find their little books also, one dove-colored, the other blue, and
514	all sat looking at and talking about them, while the east grew rosy
514	with the coming day.
514	""
514	In spite of her small vanities, Margaret had a sweet and pious nature,
514	which unconsciously influenced her sisters, especially Jo, who loved
514	her very tenderly, and obeyed her because her advice was so gently
514	given.
514	""
514	"""Girls,"" said Meg seriously, looking from the tumbled head beside her"
514	"to the two little night-capped ones in the room beyond, ""Mother wants"
514	us to read and love and mind these books, and we must begin at once.
514	We used to be faithful about it, but since Father went away and all
514	this war trouble unsettled us, we have neglected many things.  You can
514	do as you please, but I shall keep my book on the table here and read a
514	little every morning as soon as I wake, for I know it will do me good
514	"and help me through the day."""
514	""
514	Then she opened her new book and began to read.  Jo put her arm round
514	her and, leaning cheek to cheek, read also, with the quiet expression
514	so seldom seen on her restless face.
514	""
514	"""How good Meg is!  Come, Amy, let's do as they do.  I'll help you with"
514	"the hard words, and they'll explain things if we don't understand,"""
514	whispered Beth, very much impressed by the pretty books and her
514	sisters' example.
514	""
514	"""I'm glad mine is blue,"" said Amy.  and then the rooms were very still"
514	while the pages were softly turned, and the winter sunshine crept in to
514	touch the bright heads and serious faces with a Christmas greeting.
514	""
514	"""Where is Mother?"" asked Meg, as she and Jo ran down to thank her for"
514	their gifts, half an hour later.
514	""
514	"""Goodness only knows.  Some poor creeter came a-beggin', and your ma"
514	went straight off to see what was needed.  There never was such a woman
514	"for givin' away vittles and drink, clothes and firin',"" replied Hannah,"
514	who had lived with the family since Meg was born, and was considered by
514	them all more as a friend than a servant.
514	""
514	"""She will be back soon, I think, so fry your cakes, and have everything"
514	"ready,"" said Meg, looking over the presents which were collected in a"
514	basket and kept under the sofa, ready to be produced at the proper
514	"time.  ""Why, where is Amy's bottle of cologne?"" she added, as the"
514	little flask did not appear.
514	""
514	"""She took it out a minute ago, and went off with it to put a ribbon on"
514	"it, or some such notion,"" replied Jo, dancing about the room to take"
514	the first stiffness off the new army slippers.
514	""
514	"""How nice my handkerchiefs look, don't they?  Hannah washed and ironed"
514	"them for me, and I marked them all myself,"" said Beth, looking proudly"
514	at the somewhat uneven letters which had cost her such labor.
514	""
514	"""Bless the child!  She's gone and put 'Mother' on them instead of 'M."
514	"March'.  How funny!"" cried Jo, taking one up."
514	""
514	"""Isn't that right?  I thought it was better to do it so, because Meg's"
514	"initials are M.M., and I don't want anyone to use these but Marmee,"""
514	said Beth, looking troubled.
514	""
514	"""It's all right, dear, and a very pretty idea, quite sensible too, for"
514	"no one can ever mistake now.  It will please her very much, I know,"""
514	said Meg, with a frown for Jo and a smile for Beth.
514	""
514	"""There's Mother.  Hide the basket, quick!"" cried Jo, as a door slammed"
514	and steps sounded in the hall.
514	""
514	Amy came in hastily, and looked rather abashed when she saw her sisters
514	all waiting for her.
514	""
514	"""Where have you been, and what are you hiding behind you?"" asked Meg,"
514	surprised to see, by her hood and cloak, that lazy Amy had been out so
514	early.
514	""
514	"""Don't laugh at me, Jo!  I didn't mean anyone should know till the time"
514	came.  I only meant to change the little bottle for a big one, and I
514	gave all my money to get it, and I'm truly trying not to be selfish any
514	"more."""
514	""
514	As she spoke, Amy showed the handsome flask which replaced the cheap
514	one, and looked so earnest and humble in her little effort to forget
514	herself that Meg hugged her on the spot, and Jo pronounced her 'a
514	trump', while Beth ran to the window, and picked her finest rose to
514	ornament the stately bottle.
514	""
514	"""You see I felt ashamed of my present, after reading and talking about"
514	being good this morning, so I ran round the corner and changed it the
514	"minute I was up, and I'm so glad, for mine is the handsomest now."""
514	""
514	Another bang of the street door sent the basket under the sofa, and the
514	girls to the table, eager for breakfast.
514	""
514	"""Merry Christmas, Marmee!  Many of them!  Thank you for our books.  We"
514	"read some, and mean to every day,"" they all cried in chorus."
514	""
514	"""Merry Christmas, little daughters!  I'm glad you began at once, and"
514	hope you will keep on.  But I want to say one word before we sit down.
514	Not far away from here lies a poor woman with a little newborn baby.
514	Six children are huddled into one bed to keep from freezing, for they
514	have no fire.  There is nothing to eat over there, and the oldest boy
514	came to tell me they were suffering hunger and cold.  My girls, will
514	"you give them your breakfast as a Christmas present?"""
514	""
514	They were all unusually hungry, having waited nearly an hour, and for a
514	"minute no one spoke, only a minute, for Jo exclaimed impetuously, ""I'm"
514	"so glad you came before we began!"""
514	""
514	"""May I go and help carry the things to the poor little children?"" asked"
514	Beth eagerly.
514	""
514	"""I shall take the cream and the muffings,"" added Amy, heroically giving"
514	up the article she most liked.
514	""
514	Meg was already covering the buckwheats, and piling the bread into one
514	big plate.
514	""
514	"""I thought you'd do it,"" said Mrs. March, smiling as if satisfied. ""You"
514	shall all go and help me, and when we come back we will have bread and
514	"milk for breakfast, and make it up at dinnertime."""
514	""
514	They were soon ready, and the procession set out.  Fortunately it was
514	early, and they went through back streets, so few people saw them, and
514	no one laughed at the queer party.
514	""
514	A poor, bare, miserable room it was, with broken windows, no fire,
514	ragged bedclothes, a sick mother, wailing baby, and a group of pale,
514	hungry children cuddled under one old quilt, trying to keep warm.
514	""
514	How the big eyes stared and the blue lips smiled as the girls went in.
514	""
514	"""Ach, mein Gott!  It is good angels come to us!"" said the poor woman,"
514	crying for joy.
514	""
514	"""Funny angels in hoods and mittens,"" said Jo, and set them to laughing."
514	""
514	In a few minutes it really did seem as if kind spirits had been at work
514	there.  Hannah, who had carried wood, made a fire, and stopped up the
514	broken panes with old hats and her own cloak.  Mrs. March gave the
514	mother tea and gruel, and comforted her with promises of help, while
514	she dressed the little baby as tenderly as if it had been her own.  The
514	girls meantime spread the table, set the children round the fire, and
514	fed them like so many hungry birds, laughing, talking, and trying to
514	understand the funny broken English.
514	""
514	"""Das ist gut!""  ""Die Engel-kinder!"" cried the poor things as they ate"
514	and warmed their purple hands at the comfortable blaze. The girls had
514	never been called angel children before, and thought it very agreeable,
514	especially Jo, who had been considered a 'Sancho' ever since she was
514	born.  That was a very happy breakfast, though they didn't get any of
514	it.  And when they went away, leaving comfort behind, I think there
514	were not in all the city four merrier people than the hungry little
514	girls who gave away their breakfasts and contented themselves with
514	bread and milk on Christmas morning.
514	""
